Name,Party,Year,State,District,Incumbent,Winner,Raised,Spent,Cash on Hand,Individual Contributions,Small Individual Contributions,Large Individual Contributions,PAC Contributions,Candidate self-financing,Other,Full Disclosure,Incomplete Disclosure,No Disclosure
Albert R Wynn,D,2002,MD,04,True,True,734805,790823,246298,220390,,,494748,0,19668,94890,500,87630
Steny H Hoyer,D,2002,MD,05,True,True,1060011,1236903,283268,258380,,,770321,0,31309,208620,2000,11100
Roscoe G Bartlett,R,2002,MD,06,True,True,188279,227995,120310,138885,,,40279,0,9115,68350,10550,3800
Don DeArmon,D,2002,MD,06,False,False,83792,60518,3517,60452,,,21250,0,2090,27760,0,500
Elijah E Cummings,D,2002,MD,07,True,True,496121,466163,135867,245605,,,232590,382,17544,195152,1000,28150
Connie Morella,R,2002,MD,08,True,False,3812496,3129702,24890,2357946,,,1432715,1000,20834,1305446,0,27350
Chris Van Hollen,D,2002,MD,08,False,True,2970218,2966332,3887,2275300,,,515956,158113,20849,1481235,6650,149637
Stephen G Bassett,I,2002,MD,08,False,False,8718,8306,-283,4537,,,0,2625,1556,1250,0,400
John Kerry,D,2002,MA,S2,True,True,15468903,10274909,3279829,15107539,,,29250,0,332114,9228900,58858,1900864
Michael Cloud,L,2002,MA,S2,False,False,182064,181984,77,174366,,,50,7000,648,59550,3000,8600
John W Olver,D,2002,MA,01,True,True,553818,635464,46164,333769,,,205201,0,14847,227130,1300,0
Matt Kinnaman,R,2002,MA,01,False,False,194539,192971,1568,175986,,,13400,0,5153,101468,1500,18054
Richard E Neal,D,2002,MA,02,True,True,557185,441771,1043645,153322,,,299244,0,104619,104517,0,0
James P McGovern,D,2002,MA,03,True,True,628350,628448,305187,364911,,,241051,0,22388,250479,1250,15650
Barney Frank,D,2002,MA,04,True,True,442430,498850,87119,292983,,,140725,0,8721,163362,0,0
Marty Meehan,D,2002,MA,05,True,True,736576,898704,1805202,582532,,,0,0,154044,477404,0,14450
Chuck McCarthy Jr,R,2002,MA,05,False,False,257101,256216,986,152271,,,19875,73135,11820,82720,6500,4150
Ilana Freedman,L,2002,MA,05,False,False,162836,162718,118,39296,,,450,122019,1071,22941,700,0
John F Tierney,D,2002,MA,06,True,True,583531,351117,559499,375942,,,186729,50,20810,250130,250,9250
Mark C Smith,R,2002,MA,06,False,False,51429,30080,-1800,20025,,,0,31254,150,15050,0,0
Ed Markey,D,2002,MA,07,True,True,688473,705779,739279,628152,,,0,0,60321,571544,4000,32000
Michael E Capuano,D,2002,MA,08,True,True,753407,448948,534665,473642,,,197625,0,82140,239200,0,90075
Stephen F Lynch,D,2002,MA,09,True,True,2495151,2386570,99583,1958288,,,387400,0,149463,927787,2250,626950
Bill Delahunt,D,2002,MA,10,True,True,594634,266027,1369494,278365,,,259625,0,56644,266150,0,7250
Luiz Gonzaga,R,2002,MA,10,False,False,57439,55428,304,30885,,,2600,22953,1001,18250,0,1000
Carl Levin,D,2002,MI,S1,True,True,5276484,4392905,992245,3662640,,,845729,0,768115,2276291,43850,45810
Rocky Raczkowski,R,2002,MI,S1,False,False,1229438,1019496,209940,1070687,,,3275,35000,120476,105060,2700,59031
Eric James Borregard,3,2002,MI,S1,False,False,2276,2276,0,0,,,0,2276,0,0,0,0
Bart Stupak,D,2002,MI,01,True,True,690530,717666,82874,167026,,,486885,0,36619,133004,0,4000
Don Hooper,R,2002,MI,01,False,False,14013,12952,1060,2257,,,0,11756,0,0,0,250
Peter Hoekstra,R,2002,MI,02,True,True,287506,272848,93364,281862,,,5050,0,594,183420,0,2000
Jeff Wrisley,D,2002,MI,02,False,False,19350,19246,105,9701,,,250,1399,8000,2540,0,0
Vernon J Ehlers,R,2002,MI,03,True,True,370185,371517,275525,235007,,,113130,0,22048,170645,500,725
Kate Lynnes,D,2002,MI,03,False,False,16770,8290,1892,2550,,,1500,12720,0,0,0,0
Richard E Lucey,3,2002,MI,03,False,False,1910,4117,0,1510,,,400,0,0,0,0,0
Dave Camp,R,2002,MI,04,True,True,793621,697242,467135,355972,,,394754,0,42896,204399,0,250
Lawrence D Hollenbeck,D,2002,MI,04,False,False,10362,10172,0,5792,,,2060,0,2510,1818,0,1000
Dale E Kildee,D,2002,MI,05,True,True,426048,416092,665045,148762,,,222385,0,54901,78465,0,2000
Fred Upton,R,2002,MI,06,True,True,1231900,1573679,161584,597351,,,599499,0,35050,418519,0,1000
Gary C Giguere Jr,D,2002,MI,06,False,False,19881,18029,1851,12378,,,2000,5503,0,5248,0,0
Nick Smith,R,2002,MI,07,True,True,125507,155159,72471,120588,,,1030,0,3889,53150,500,0
Michael Anthony Simpson,D,2002,MI,07,False,False,51294,48907,2387,15994,,,28800,2000,4500,1993,500,0
Mike Rogers,R,2002,MI,08,True,True,1786511,1816214,52082,1073758,,,654643,0,58109,698047,13050,51850
Frank D McAlpine,D,2002,MI,08,False,False,11838,11443,430,5647,,,2000,0,4191,3350,0,0
Joe Knollenberg,R,2002,MI,09,True,True,2859104,2886899,23911,2004531,,,766920,0,87652,1399810,13650,91629
David Fink,D,2002,MI,09,False,False,2468159,2321106,147054,986053,,,261533,1200000,20573,834086,500,5755
Candice S Miller,R,2002,MI,10,False,True,1649546,1421615,227932,998546,,,618592,0,32408,830147,250,800
Carl J Marlinga,D,2002,MI,10,False,False,988540,970412,18515,682583,,,287574,3000,15383,502555,2500,98360
Thaddeus G McCotter,R,2002,MI,11,False,True,1303019,1292933,10086,738362,,,509683,0,54974,627743,250,44750
Kevin Kelley,D,2002,MI,11,False,False,660776,642827,17949,289749,,,340347,0,30680,179520,5500,22350
Sander Levin,D,2002,MI,12,True,True,941802,1007807,38443,428488,,,497356,0,15958,287604,750,8000
Harvey Dean,R,2002,MI,12,False,False,68808,69709,26978,32816,,,0,31616,4376,20029,0,0
Carolyn Cheeks Kilpatrick,D,2002,MI,13,True,True,506223,342839,314256,267365,,,184250,0,54608,238280,250,10000
John Conyers Jr.,D,2002,MI,14,True,True,410787,421348,38424,101530,,,305850,0,3407,83850,8550,4750
John D Dingell,D,2002,MI,15,True,True,3073008,3461013,94042,1263054,,,1743148,0,66807,1156709,250,28650
Norm Coleman,R,2002,MN,S1,False,True,10206511,10035279,173470,6372650,,,1801287,0,2032574,4491319,112735,1237967
Walter F Mondale,D,2002,MN,S1,False,False,2701464,1861569,839894,2104179,,,380100,0,217185,854284,29750,116050
Jim Moore,3,2002,MN,S1,False,False,50851,50663,351,15134,,,200,35517,0,2783,800,716
Ray Tricomo,3,2002,MN,S1,False,False,1267,414,852,1117,,,0,150,0,700,0,0
Gil Gutknecht,R,2002,MN,01,True,True,894474,770207,187252,618311,,,240283,0,35881,338580,0,3880
Steve Andreasen,D,2002,MN,01,False,False,123540,123064,477,80428,,,30550,3220,9343,50850,0,1800
Gregory Dennis Mikkelson,3,2002,MN,01,False,False,17285,16761,521,2055,,,0,14800,430,1000,0,0
Bill Luther,D,2002,MN,02,True,False,2485486,3538110,41588,1160615,,,1217131,0,107740,1021537,0,0
John Kline,R,2002,MN,02,False,True,1553133,1535405,50091,698586,,,607795,10000,236752,649365,14800,30734
Jim Ramstad,R,2002,MN,03,True,True,1040631,794180,891541,540862,,,447766,0,52003,390716,4549,17200
Betty McCollum,D,2002,MN,04,True,True,736337,699558,143546,310175,,,385975,0,40187,113226,250,2000
Clyde Billington,R,2002,MN,04,False,False,87613,87612,0,31889,,,550,44074,11100,13450,0,0
Martin Olav Sabo,D,2002,MN,05,True,True,463831,507209,162110,177563,,,260525,0,25744,85580,250,8500
Dan Mathias,R,2002,MN,05,False,False,9699,13409,21,3484,,,0,0,6215,1500,0,0
Janet Robert,D,2002,MN,06,False,False,2180560,2178467,2092,218688,,,253305,1707590,977,172400,200,5600
Mark Kennedy,R,2002,MN,06,True,True,1901227,1844908,24932,791246,,,1010197,0,99784,642502,1250,31500
Daniel J Becker,3,2002,MN,06,False,False,8493,8489,0,0,,,0,8493,0,0,0,0
Collin Peterson,D,2002,MN,07,True,True,417253,535219,123864,86843,,,310587,0,19823,28433,0,2000
Daniel L Stevens,R,2002,MN,07,False,False,209629,201199,8431,163283,,,16200,0,30146,117350,0,3250
James L Oberstar,D,2002,MN,08,True,True,1057294,1030632,75308,323794,,,720303,2000,11197,210674,1000,20852
Robert Lemen,R,2002,MN,08,False,False,16349,16887,623,5822,,,0,70,10457,2250,0,0
Thad Cochran,R,2002,MS,S1,True,True,1723559,1719353,604726,721236,,,868560,0,133763,630477,7000,23725
Roger Wicker,R,2002,MS,01,True,True,434995,395166,322515,206496,,,204701,0,23798,138550,1750,8500
Bennie G Thompson,D,2002,MS,02,True,True,542804,647652,204578,207720,,,298875,0,36208,138881,7870,200
Clinton B Lesueur,R,2002,MS,02,False,False,97431,102453,321,66351,,,11500,0,19580,25800,3000,15125
Charles W (Chip) Pickering Jr.,R,2002,MS,03,True,True,2781341,3071416,187659,1516228,,,1207551,0,57562,1310549,731,83912
Ronnie Shows,D,2002,MS,03,True,False,1437895,1439925,6695,666604,,,748964,0,22327,569123,2750,17050
Jim Giles,I,2002,MS,03,False,False,9140,9159,-4,5899,,,0,3241,0,1475,0,1275
Gene Taylor,D,2002,MS,04,True,True,364740,371022,108148,186838,,,169500,0,8402,92333,0,750
Jean Carnahan,D,2002,MO,S2,True,False,12316325,12293579,22746,9943621,,,1620545,0,752159,5116012,22948,576478
James M Talent,R,2002,MO,S2,False,True,8676910,8080624,597035,6121269,,,1786155,0,769486,3976676,40175,1104114
William L Clay Jr.,D,2002,MO,01,True,True,353258,351893,48282,125501,,,223205,0,4552,64213,3150,22230
Richard Schwadron,R,2002,MO,01,False,False,12200,12200,0,5625,,,950,5625,0,8350,0,0
Todd Akin,R,2002,MO,02,True,True,697983,586801,158233,460687,,,207464,1000,28832,375243,0,2250
Richard A Gephardt,D,2002,MO,03,True,True,5756681,3389310,2442118,3196241,,,1464704,0,1095735,3108974,64950,195233
Catherine S Enz,R,2002,MO,03,False,False,118228,114146,4081,113528,,,4700,0,0,34925,0,1500
Ike Skelton,D,2002,MO,04,True,True,606118,596709,278120,242625,,,344275,0,19218,159018,0,0
Karen McCarthy,D,2002,MO,05,True,True,406005,445605,459996,88660,,,272100,0,45245,80700,0,750
Steve Gordon,R,2002,MO,05,False,False,3580,4059,0,380,,,0,0,3200,1000,0,2000
Sam Graves,R,2002,MO,06,True,True,1230126,1176560,55363,588037,,,624793,500,16796,498922,9200,64792
Cathy Rinehart,D,2002,MO,06,False,False,242836,240839,1997,8150,,,3111,230000,1575,4500,0,0
Roy Blunt,R,2002,MO,07,True,True,1940047,1331579,1338182,585652,,,1251174,0,103221,524417,900,9300
Jo Ann Emerson,R,2002,MO,08,True,True,1109723,857191,241156,385024,,,717212,0,7487,276119,2050,1049
Kenny Hulshof,R,2002,MO,09,True,True,895344,879914,57613,424894,,,434088,0,36362,184578,1875,4850
Max Baucus,D,2002,MT,S2,True,True,6719728,6795547,19869,3452138,,,3117715,3500,146375,2591250,24785,398275
Michael A Taylor,R,2002,MT,S2,False,False,1839020,1839020,0,512686,,,77237,1157700,91397,330786,1515,19714
Denny Rehberg,R,2002,MT,01,True,True,1094331,949634,165572,588773,,,474257,0,31301,281398,0,9500
Steven Dickman Kelly,D,2002,MT,01,False,False,11967,18757,0,9072,,,250,3219,-574,3550,2000,200
Chuck Hagel,R,2002,NE,S2,True,True,3524969,2039520,491534,1676154,,,1742012,0,106803,1443493,8050,2500
Phillip T Chase,I,2002,NE,S2,False,False,24321,24293,28,0,,,0,24321,0,0,0,0
Doug Bereuter,R,2002,NE,01,True,True,163961,191347,47172,30409,,,130001,0,3551,12275,0,0
Lee Terry,R,2002,NE,02,True,True,1090503,974792,153664,557365,,,505588,0,27550,383407,1250,26700
Jim Simon,D,2002,NE,02,False,False,502016,492729,9287,195975,,,73600,227364,5076,142485,0,500
Doug Paterson,3,2002,NE,02,False,False,22355,21296,782,12087,,,0,8650,1618,5350,0,0
Tom Osborne,R,2002,NE,03,True,True,124124,81361,51322,121822,,,104,0,2197,57281,1800,10650
Shelley Berkley,D,2002,NV,01,True,True,1893997,1717224,200121,1127356,,,709306,0,57335,1018128,300,0
Lynette Boggs McDonald,R,2002,NV,01,False,False,984954,983114,1840,807883,,,152608,0,24463,409713,9100,117060
W Lane Startin,3,2002,NV,01,False,False,389,380,9,325,,,0,64,0,0,0,0
Jim Gibbons,R,2002,NV,02,True,True,505626,624525,445304,244034,,,227858,500,33234,170192,2000,17116
Travis Souza,D,2002,NV,02,False,False,15751,13378,2373,3214,,,8000,1937,2600,854,0,0
Jon Porter,R,2002,NV,03,False,True,1924204,1913852,19247,1131337,,,766431,7570,18866,894766,47250,306390
Dario Herrera,D,2002,NV,03,False,False,1813705,1809387,4319,1153710,,,640692,0,19303,1089684,4250,27500
Pete Anthony O'Neil,I,2002,NV,03,False,False,12013,11560,750,8605,,,0,3408,0,7300,0,0
Jeanne Shaheen,D,2002,NH,S2,False,False,5837914,5806219,31695,4403926,,,1001660,0,432328,2382598,27333,269650
John E Sununu,R,2002,NH,S2,False,True,3731660,3679562,92898,2058857,,,1566083,100000,6720,1776739,33200,346570
Martha Fuller Clark,D,2002,NH,01,False,False,3537320,3511112,45053,1417738,,,532096,1580000,7486,493068,1000,83550
Jeb Bradley,R,2002,NH,01,False,True,1011253,983462,27792,315798,,,369338,309050,17067,290329,8000,1500
Katrina Swett,D,2002,NH,02,False,False,1492263,1457916,34347,1031631,,,447268,0,13364,834493,32300,49650
Charles Bass,R,2002,NH,02,True,True,1047119,923791,36966,520623,,,493590,0,32906,363076,4500,2600
Douglas R Forrester,R,2002,NJ,S2,False,False,10065199,10049012,16186,1958233,,,484793,7485000,137173,1467878,21600,126145
Frank Lautenberg,D,2002,NJ,S2,False,True,3093170,2926239,173321,1105879,,,413325,1510000,63966,1740969,5500,144400
Ted Glick,3,2002,NJ,S2,False,False,41430,32123,10618,36764,,,0,900,3766,1050,0,8000
Robert E Andrews,D,2002,NJ,01,True,True,821176,643967,1196845,365992,,,399625,0,55559,305150,6500,21250
Frank LoBiondo,R,2002,NJ,02,True,True,923314,646175,1010536,450796,,,438992,0,33526,360015,250,6750
Jim Saxton,R,2002,NJ,03,True,True,1172465,683818,884193,697461,,,440350,0,34654,506932,0,0
Ken Feduniewicz,I,2002,NJ,03,False,False,220,220,0,220,,,0,0,0,0,0,0
Chris Smith,R,2002,NJ,04,True,True,580609,553586,116944,330124,,,240804,0,9681,126705,0,5744
Mary Brennan,D,2002,NJ,04,False,False,76474,73388,3085,59745,,,14929,100,1700,32291,0,0
Anne Sumers,D,2002,NJ,05,False,False,1611525,1605388,6110,849186,,,339582,388000,34757,622787,2495,39124
Scott Garrett,R,2002,NJ,05,False,True,1401893,1342269,67447,871632,,,487912,2500,39850,435319,6500,154883
Frank Pallone Jr.,D,2002,NJ,06,True,True,1019656,853887,446149,474756,,,484541,0,60359,336430,0,35352
Ric Medrow,R,2002,NJ,06,False,False,29192,28970,220,11783,,,4323,8355,4731,3450,1000,4450
Mike Ferguson,R,2002,NJ,07,True,True,2204821,2261218,75946,1257138,,,861271,0,86411,949222,4050,247049
Timothy L Carden,D,2002,NJ,07,False,False,1218599,1513189,8804,739423,,,241237,191000,46939,530025,1973,47000
Bill Pascrell Jr.,D,2002,NJ,08,True,True,1045405,863015,362837,652018,,,382625,0,10762,654937,5550,64900
Steven R Rothman,D,2002,NJ,09,True,True,795520,604693,409795,424888,,,355475,0,15156,390251,5000,3618
Joseph Glass,R,2002,NJ,09,False,False,11679,8706,2952,11179,,,500,0,0,5450,250,0
Donald M Payne,D,2002,NJ,10,True,True,597504,467511,497632,213880,,,334429,0,49195,178625,0,5925
Rodney Frelinghuysen,R,2002,NJ,11,True,True,773000,783363,498838,442288,,,296271,0,34441,364429,3100,25500
Vij Pawar,D,2002,NJ,11,False,False,19649,15793,3627,13565,,,4450,1634,0,6526,0,300
Rush Holt,D,2002,NJ,12,True,True,2046950,1787770,363242,1413317,,,530036,0,103598,829357,1500,24290
Deforest (Buster) Soaries,R,2002,NJ,12,False,False,593683,580115,13568,486242,,,80673,20000,6768,407580,700,34575
Robert Menendez,D,2002,NJ,13,True,True,2518467,2197208,2004110,1808325,,,595129,0,115012,1835073,500,89900
Pete V Domenici,R,2002,NM,S2,True,True,4643808,4661981,235608,3391133,,,975742,0,276933,2050745,13250,103431
Gloria Tristani,D,2002,NM,S2,False,False,728895,832604,6038,393230,,,140478,159141,36046,268398,6500,1726
Heather A Wilson,R,2002,NM,01,True,True,2735483,2728167,54436,1503696,,,1122252,0,109534,987953,1000,63240
Richard M Romero,D,2002,NM,01,False,False,1356490,1351907,43830,949080,,,389550,0,17860,548746,2250,41995
Steve Pearce,R,2002,NM,02,False,True,1599197,1574073,27946,807664,,,529898,179675,81961,588569,58350,16750
John Arthur Smith,D,2002,NM,02,False,False,896252,826739,3792,364674,,,343928,160500,27150,239792,2500,8050
Tom Udall,D,2002,NM,03,True,True,430725,290536,553171,248506,,,151100,0,31119,190823,1950,5300
Felix J Grucci Jr,R,2002,NY,01,True,False,1413586,1399772,51973,641124,,,699386,0,73076,375475,700,185348
Timothy H Bishop,D,2002,NY,01,False,True,975515,969233,6282,751414,,,211926,0,12175,526735,7300,97400
Steve Israel,D,2002,NY,02,True,True,1471321,1414778,124773,959915,,,500930,0,10476,767705,0,121050
Joseph P Finley,R,2002,NY,02,False,False,162305,142114,20191,161905,,,0,0,400,77220,0,31600
Pete King,R,2002,NY,03,True,True,559039,468478,743238,265690,,,251550,0,41799,165900,0,6400
Stuart Finz,D,2002,NY,03,False,False,138825,137473,1352,104848,,,3450,30527,0,66325,250,14675
Carolyn McCarthy,D,2002,NY,04,True,True,1902518,1794935,219526,1388015,,,490541,70,23892,413620,0,47550
Marilyn F O'Grady,R,2002,NY,04,False,False,494605,493768,-164,220083,,,9540,255500,9482,97060,12300,50850
Gary Ackerman,D,2002,NY,05,True,True,706760,630088,876801,411944,,,249175,0,45641,381015,0,250
Gregory W Meeks,D,2002,NY,06,True,True,621376,557817,127596,331742,,,287855,0,1779,214252,500,36485
Joseph Crowley,D,2002,NY,07,True,True,1060669,911148,336815,554993,,,485748,0,19928,354950,2000,19710
Jerrold Nadler,D,2002,NY,08,True,True,715537,684571,647576,236829,,,215625,0,263083,434590,27100,8000
James Farrin,R,2002,NY,08,False,False,70688,64597,709,54763,,,0,4500,11425,26880,0,1000
Anthony D Weiner,D,2002,NY,09,True,True,940445,336882,1219244,578536,,,278250,350,83309,546070,1000,6551
Edolphus Towns,D,2002,NY,10,True,True,776609,756134,49570,269000,,,507531,0,78,173370,2750,6999
Major R Owens,D,2002,NY,11,True,True,333616,316730,22550,137260,,,187649,0,8707,63860,1000,25425
Susan Cleary,R,2002,NY,11,False,False,12784,10580,999,4684,,,250,2856,4994,0,0,0
Nydia Velazquez,D,2002,NY,12,True,True,438387,563177,83942,106460,,,327743,0,4185,95659,250,5000
Vito Fossella,R,2002,NY,13,True,True,880517,1004490,174905,365878,,,489431,0,25208,292975,0,9500
Arne Mattsson,D,2002,NY,13,False,False,15898,6758,9141,15535,,,0,0,363,1000,0,3600
Carolyn B Maloney,D,2002,NY,14,True,True,953525,916778,497903,552015,,,372749,0,28761,503430,1000,3500
Anton Srdanovic,R,2002,NY,14,False,False,46530,42765,3555,46530,,,0,0,0,20975,0,2750
Charles B Rangel,D,2002,NY,15,True,True,1662327,1749976,199313,636975,,,999712,0,25640,563749,0,41000
Jessie Fields,R,2002,NY,15,False,False,34300,34001,296,30050,,,500,0,3750,14810,0,3300
Jose E Serrano,D,2002,NY,16,True,True,270127,214155,111951,95870,,,173750,0,507,77850,0,16700
Eliot Engel,D,2002,NY,17,True,True,1238619,1315944,110330,637069,,,601550,0,0,433533,1000,46000
C Scott Vanderhoef,R,2002,NY,17,False,False,209250,196666,12584,202586,,,5100,0,1565,153033,0,1000
Elizabeth Shanklin,3,2002,NY,17,False,False,11464,11463,0,7805,,,0,3656,3,3582,0,850
Nita M Lowey,D,2002,NY,18,True,True,1227784,1646416,1126490,774406,,,347125,0,106254,662734,4250,30300
Sue Kelly,R,2002,NY,19,True,True,1013591,968984,299818,471245,,,502464,0,39882,358385,0,30100
Janine Selendy,D,2002,NY,19,False,False,12775,13155,620,12205,,,0,0,570,8750,0,0
John E Sweeney,R,2002,NY,20,True,True,956245,807739,490329,546570,,,375134,0,34541,422312,2250,51250
Frank Stoppenbach,D,2002,NY,20,False,False,17928,17703,225,1833,,,3500,11946,650,1000,0,0
Michael R McNulty,D,2002,NY,21,True,True,462509,421841,432560,166684,,,262525,0,33300,116035,0,250
Charles B Rosenstein,R,2002,NY,21,False,False,14573,13286,1285,10099,,,400,1524,2550,2740,0,0
Maurice Hinchey,D,2002,NY,22,True,True,654545,652932,16559,344490,,,298485,0,11570,171041,0,0
Eric Hall,R,2002,NY,22,False,False,36501,39501,0,27823,,,4803,3875,0,14832,1400,0
John M McHugh,R,2002,NY,23,True,True,314636,289094,234207,87252,,,217030,0,10354,72417,0,6000
Sherwood Boehlert,R,2002,NY,24,True,True,1573367,1707113,121047,723994,,,805805,0,43568,423555,4000,17650
David Walrath,3,2002,NY,24,False,False,99845,99841,4,43397,,,6999,22895,26554,42600,0,500
Mark Dunau,3,2002,NY,24,False,False,1000,2432,0,185,,,0,0,815,0,0,0
James T Walsh,R,2002,NY,25,True,True,775006,939787,148874,360257,,,389530,0,25219,272118,0,3700
Stephanie Aldersley,D,2002,NY,25,False,False,40693,39999,694,22280,,,5198,11000,2215,7000,0,300
Tom Reynolds,R,2002,NY,26,True,True,1812214,724783,1310081,1009853,,,758464,0,43898,665692,4000,500
Ayesha F Nariman,D,2002,NY,26,False,False,11167,8377,2789,5136,,,5000,1031,0,1852,0,0
Jack Quinn,R,2002,NY,27,True,True,1055005,772925,875571,517980,,,455313,0,81712,359935,0,5150
Peter Crotty,D,2002,NY,27,False,False,38493,38359,133,4345,,,0,33788,360,400,0,0
Louise M Slaughter,D,2002,NY,28,True,True,711385,982359,207053,380707,,,291947,0,38731,205553,300,3550
Henry F Wojtaszek,R,2002,NY,28,False,False,215732,215722,10,184476,,,17900,525,12830,143994,0,250
Amo Houghton,R,2002,NY,29,True,True,894146,970306,24328,403615,,,474573,10000,5958,350999,0,26700
Elizabeth Dole,R,2002,NC,S1,False,True,13794646,13688920,105727,11149786,,,1469611,30736,1144513,6638139,74642,1191598
Erskine B Bowles,D,2002,NC,S1,False,False,13276779,13247867,28913,5235680,,,523128,6791550,726421,5296970,17050,263150
